Rank	Score	Type	ID	Name	Description
6665	-8.21	cp	BRD-K82143716	flucytosine	Antifungal
6666	-8.24	cp	BRD-K93441486	diphemanil	Acetylcholine receptor antagonist
6668	-8.25	cp	BRD-A76279427	myriocin	Serine palmitoyltransferase inhibitor
6673	-8.3	cp	BRD-K25905511	buddleoflavonoloside	Acetylcholinesterase inhibitor
6676	-8.31	cp	BRD-K24240364	GYKI-52466	Glutamate receptor antagonist
6677	-8.31	cp	BRD-A36471396	biperiden	Acetylcholine receptor antagonist
6686	-8.38	cp	BRD-K67080878	milrinone	Phosphodiesterase inhibitor
6693	-8.47	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
6696	-8.5	cp	BRD-A41451487	PK-11195	Benzodiazepine receptor antagonist
6700	-8.52	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
6706	-8.63	cp	BRD-K18742343	H-8	PKA inhibitor
6708	-8.64	cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist
6709	-8.67	cp	BRD-K27721098	clopidogrel	Purinergic receptor antagonist
6711	-8.75	cp	BRD-K45861246	azaperone	Dopamine receptor antagonist
6713	-8.79	cp	BRD-K54987996	CAY-10578	Casein kinase inhibitor
6718	-8.88	cp	BRD-K63915849	AS-604850	PI3K inhibitor
6719	-8.9	cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor
6729	-9.03	cp	BRD-A99411506	esculin	Antioxidant
6730	-9.04	cp	BRD-K80639402	SB-258585	Serotonin receptor antagonist
6731	-9.05	cp	BRD-A96882008	L-732138	Tachykinin antagonist
6735	-9.13	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
6737	-9.15	cp	BRD-K92778217	mefenamic-acid	Cyclooxygenase inhibitor
6740	-9.21	cp	BRD-K49027941	PSB-1115	Adenosine receptor antagonist
6746	-9.34	cp	BRD-K54094468	remoxipride	Dopamine receptor antagonist
6747	-9.35	cp	BRD-K08556791	ethoprop	Acetylcholinesterase inhibitor
6749	-9.35	cp	BRD-K08589866	linsitinib	IGF-1 inhibitor
6750	-9.35	cp	BRD-A09925278	etilefrine	Adrenergic receptor agonist
6751	-9.37	cp	BRD-K39621635	artemether	Antimalarial
6756	-9.48	cp	BRD-K85402309	dovitinib	EGFR inhibitor
6760	-9.51	cp	BRD-K82823076	RO-15-4513	GABA benzodiazepine site receptor inverse agonist
6763	-9.56	cp	BRD-A20589515	dihydroxyphenylglycine	Glutamate receptor agonist
6766	-9.65	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
6767	-9.65	cp	BRD-K06388322	pramipexole	Dopamine receptor agonist
6769	-9.7	cp	BRD-K08132273	tyrphostin	EGFR inhibitor
6773	-9.73	cp	BRD-K32830106	guanfacine	Adrenergic receptor agonist
6775	-9.76	cp	BRD-K77171813	proxyfan	Histamine receptor modulator
6778	-9.81	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
6791	-9.93	cp	BRD-K50398167	meclofenamic-acid	Cyclooxygenase inhibitor
6794	-9.95	cp	BRD-K60690191	MPEP	Glutamate receptor antagonist
6797	-10.04	cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
6803	-10.18	cp	BRD-K60623809	SU-11652	Tyrosine kinase inhibitor
6804	-10.18	cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor
6806	-10.18	cp	BRD-A75517195	thiazolopyrimidine	CDC inhibitor
6808	-10.21	cp	BRD-K79602928	metformin	Insulin sensitizer
6814	-10.24	cp	BRD-K71799949	carbamazepine	Carboxamide antiepileptic
6815	-10.26	cp	BRD-K87573634	propylpyrazole	Estrogen receptor agonist
6819	-10.34	cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist
6820	-10.35	cp	BRD-K16195444	oxymetazoline	Adrenergic receptor agonist
6826	-10.4	cp	BRD-K90885812	propantheline	Acetylcholine receptor antagonist
6829	-10.43	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
6830	-10.43	cp	BRD-K67261995	adipiodone	Contrast agent
6836	-10.64	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
6837	-10.65	cp	BRD-K32584078	BML-257	AKT inhibitor
6840	-10.69	cp	BRD-K91290917	amodiaquine	Histamine receptor agonist
6845	-10.72	cp	BRD-M41783010	acamprosate	Glutamate receptor antagonist
6846	-10.72	cp	BRD-K75181824	acetyl-geranygeranyl-cysteine	Inhibitor of methyl esterification of geranylgeranylated proteins
6847	-10.73	cp	BRD-K54790157	trioxsalen	DNA synthesis inhibitor
6849	-10.74	cp	BRD-A74980173	gatifloxacin	Bacterial DNA gyrase inhibitor
6850	-10.8	cp	BRD-K80672993	M2-PK-activator	-666
6856	-10.87	cp	BRD-A96897502	U-74389F	Lipid peroxidase inhibitor
6861	-10.94	cp	BRD-A69636825	diltiazem	Calcium channel blocker
6865	-10.98	cp	BRD-K49111258	prazosin	Adrenergic receptor antagonist
6876	-11.11	cp	BRD-K57569181	pentoxifylline	Phosphodiesterase inhibitor
6877	-11.11	cp	BRD-A38749782	fludrocortisone	Glucocorticoid receptor agonist
6878	-11.13	cp	BRD-K40892394	AR-C133057XX	Nitric oxide synthase inhibitor
6880	-11.13	cp	BRD-K92049597	triamterene	Sodium channel blocker
6884	-11.17	cp	BRD-K86465814	HO-013	PPAR receptor agonist
6886	-11.19	cp	BRD-U94846492	quinine	Hemozoin biocrystallization inhibitor
6889	-11.2	cp	BRD-A97739905	ketoprofen	Cyclooxygenase inhibitor
6894	-11.24	cp	BRD-K71926323	marbofloxacin	Bacterial DNA gyrase inhibitor
6899	-11.3	cp	BRD-K22193694	dioxybenzone	Topical sunscreen agent
6900	-11.3	cp	BRD-A13188892	doxazosin	Adrenergic receptor antagonist
6901	-11.32	cp	BRD-K89152108	liothyronine	Thyroid hormone stimulant
6903	-11.37	cp	BRD-K96271548	coumaric-acid	Antioxidant
6904	-11.37	cp	BRD-K77925998	quipazine	Serotonin receptor agonist
6906	-11.39	cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor
6910	-11.45	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
6911	-11.51	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
6915	-11.56	cp	BRD-A13650332	flucloxacillin	Bacterial cell wall synthesis inhibitor
6918	-11.62	cp	BRD-K31633810	DAU-5884	Acetylcholine receptor antagonist
6920	-11.72	cp	BRD-K14880289	GW-501516	PPAR receptor agonist
6922	-11.76	cp	BRD-A66563878	medetomidine	Adrenergic receptor agonist
6925	-11.81	cp	BRD-A31195449	TCB2	Serotonin receptor agonist
6928	-11.89	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
6929	-11.91	cp	BRD-A54236247	racephedrine	Adrenergic receptor agonist
6930	-11.93	cp	BRD-K75641298	metoclopramide	Dopamine receptor antagonist
6936	-12.02	cp	BRD-K26160755	RS-45041-190	Imidazoline receptor agonist
6937	-12.04	cp	BRD-A03623303	metoprolol	Adrenergic receptor antagonist
6939	-12.05	cp	BRD-K90259198	W-7	Calmodulin antagonist
6942	-12.09	cp	BRD-K72541103	JAK3-inhibitor-I	JAK inhibitor
6943	-12.09	cp	BRD-K50128260	sildenafil	Phosphodiesterase inhibitor
6946	-12.13	cp	BRD-K21971034	OM-137	Aurora kinase inhibitor
6948	-12.14	cp	BRD-K27305650	LY-294002	MTOR inhibitor
6949	-12.2	cp	BRD-K57304726	PRE-084	Sigma receptor agonist
6953	-12.29	cp	BRD-K69328504	L-690488	Inositol monophosphatase inhibitor
6954	-12.33	cp	BRD-A56245458	reichstein	Androgen receptor antagonist
6958	-12.49	cp	BRD-A13122391	triptolide	RNA polymerase inhibitor
6960	-12.5	cp	BRD-K12260308	xanthoxyline	Antifungal
6964	-12.57	cp	BRD-A85472596	L-670596	Prostanoid receptor antagonist
6973	-12.64	cp	BRD-A72066420	mifobate	PPAR receptor antagonist
6984	-12.76	cp	BRD-K55748775	SCH-28080	ATPase inhibitor
6986	-12.82	cp	BRD-A00993607	alprenolol	Adrenergic receptor antagonist
6987	-12.83	cp	BRD-A31204924	mitotane	Antineoplastic
6989	-12.85	cp	BRD-A24817035	laudanosine	Central nervous system agent
6996	-12.91	cp	BRD-A69917777	aminopentamide	Acetylcholine receptor antagonist
6998	-12.92	cp	BRD-K39670393	amthamine	Histamine receptor agonist
7001	-12.99	cp	BRD-K72903603	zidovudine	Reverse transcriptase inhibitor
7003	-13.01	cp	BRD-A17453586	MDL-72832	Serotonin receptor agonist
7011	-13.07	cp	BRD-K17349619	HLI-373	MDM inhibitor
7014	-13.11	cp	BRD-K01567962	pyrazolanthrone	JNK inhibitor
7015	-13.11	cp	BRD-A55815733	phylloquinone	Vitamin K
7016	-13.13	cp	BRD-K44353683	nateglinide	Insulin secretagogue
7018	-13.21	cp	BRD-K98763141	niflumic-acid	Cyclooxygenase inhibitor
7025	-13.3	cp	BRD-K50214219	CS-1657	PARP inhibitor
7028	-13.37	cp	BRD-K82731415	olomoucine	CDK inhibitor
7030	-13.39	cp	BRD-K51677086	erythromycin	NFkB pathway inhibitor
7031	-13.4	cp	BRD-K26657438	imiquimod	TLR agonist
7033	-13.43	cp	BRD-K00615600	AG-14361	PARP inhibitor
7034	-13.45	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
7037	-13.55	cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor
7043	-13.6	cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor
7046	-13.7	cp	BRD-K48029790	OBAA	Phospholipase inhibitor
7047	-13.7	cp	BRD-K38323065	phenacetin	Cyclooxygenase inhibitor
7050	-13.77	cp	BRD-K47631482	bromhexine	Mucolytic agent
7053	-13.8	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
7058	-13.89	cp	BRD-K45479396	BP-554	Serotonin receptor agonist
7061	-13.96	cp	BRD-K22031190	diflunisal	Prostanoid receptor antagonist
7064	-14.02	cp	BRD-K07117950	imperatorin	CDK inhibitor
7065	-14.02	cp	BRD-K11558771	droxinostat	HDAC inhibitor
7067	-14.11	cp	BRD-K69556541	ryanodine	Calcium channel blocker
7070	-14.15	cp	BRD-K62363391	dapsone	Bacterial antifolate
7071	-14.16	cp	BRD-K63874012	thioperamide	Histamine receptor antagonist
7074	-14.2	cp	BRD-A39230911	chlorphensin	Muscle relaxant
7077	-14.26	cp	BRD-A35912562	pregnenolone	Glutamate receptor modulator
7078	-14.29	cp	BRD-K68103045	CGS-20625	Benzodiazepine receptor agonist
7084	-14.47	cp	BRD-K08890269	CO-102862	Sodium channel blocker
7085	-14.52	cp	BRD-K02526760	QS-11	ARFGAP inhibitor
7087	-14.55	cp	BRD-K10098805	rhapontin	Apoptosis stimulant
7089	-14.57	cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist
7096	-14.74	cp	BRD-K63089472	farnesylthioacetic-acid	Inhibitor of methyl esterification of farnesylated proteins
7101	-14.85	cp	BRD-K94144010	cotinine	Nicotine metabolite
7102	-14.89	cp	BRD-A22769835	homochlorcyclizine	Antihistamine
7105	-14.91	cp	BRD-K88568253	iproniazid	Monoamine oxidase inhibitor
7106	-14.94	cp	BRD-K18618618	cimetidine	Histamine receptor antagonist
7107	-14.94	cp	BRD-K79366068	PSB-069	NTPDase inhibitor
7108	-14.94	cp	BRD-A53952395	prilocaine	Local anesthetic
7109	-14.96	cp	BRD-A22684332	procaterol	Adrenergic receptor agonist
7112	-14.98	cp	BRD-K38055836	etamivan	Respiratory stimulant
7113	-15	cp	BRD-K94270326	ecopipam	Dopamine receptor antagonist
7115	-15.04	cp	BRD-K63068307	ZSTK-474	PI3K inhibitor
7118	-15.08	cp	BRD-K64857848	XMD-885	Leucine rich repeat kinase inhibitor
7121	-15.16	cp	BRD-K66707493	lawsone	Coloring agent
7123	-15.21	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
7127	-15.24	cp	BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor
7129	-15.26	cp	BRD-A17411484	carprofen	Cyclooxygenase inhibitor
7130	-15.27	cp	BRD-A81233518	glycopyrrolate	Acetylcholine receptor antagonist
7133	-15.3	cp	BRD-K21548250	moracizine	Sodium channel blocker
7134	-15.34	cp	BRD-A91008255	bepridil	Calcium channel blocker
7136	-15.44	cp	BRD-K52394958	GR-159897	Tachykinin antagonist
7138	-15.54	cp	BRD-A20131130	2',5'-dideoxyadenosine	Adenylyl cyclase inhibitor
7139	-15.54	cp	BRD-K32526544	DCEBIO	Potassium channel activator
7143	-15.68	cp	BRD-K18855837	varenicline	Acetylcholine receptor agonist
7155	-15.92	cp	BRD-K24538644	KUC104502N	-666
7158	-15.98	cp	BRD-A51393488	noscapine	Bradykinin receptor antagonist
7160	-16.08	cp	BRD-K86958018	olvanil	TRPV agonist
7165	-16.17	cp	BRD-K38615104	A-443644	AKT inhibitor
7170	-16.25	cp	BRD-A85234536	N6-cyclopentyladenosine	Adenosine receptor agonist
7172	-16.27	cp	BRD-K99447003	enalaprilat	ACE inhibitor
7173	-16.33	cp	BRD-K16233984	eriochrome-black-t	Azo dye
7174	-16.33	cp	BRD-K53959060	indirubin	CDK inhibitor
7179	-16.41	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
7180	-16.46	cp	BRD-K58299615	RO-90-7501	Beta amyloid inhibitor
7185	-16.48	cp	BRD-A06352508	SB-218078	CHK inhibitor
7192	-16.69	cp	BRD-K27871032	lysergol	Ergoline alkaloid
7194	-16.73	cp	BRD-K99107520	felbamate	Glutamate receptor antagonist
7200	-16.79	cp	BRD-K56450366	NSC-94258	Antineoplastic
7202	-16.87	cp	BRD-K70883034	nimetazepam	GABA receptor agonist
7206	-16.92	cp	BRD-K89402695	L-655240	Thromboxane receptor antagonist
7210	-16.97	cp	BRD-K01638814	rilmenidine	Adrenergic receptor agonist
7215	-17.05	cp	BRD-K37312348	kenpaullone	CDK inhibitor
7216	-17.07	cp	BRD-K32330832	VER-155008	HSP inhibitor
7217	-17.11	cp	BRD-K48923948	BMS-641988	Androgen receptor antagonist
7219	-17.13	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
7222	-17.23	cp	BRD-A60294240	tribenoside	Anti-inflammatory
7224	-17.23	cp	BRD-K15563106	phloretin	Sodium/glucose cotransporter inhibitor
7228	-17.32	cp	BRD-K37798499	etoposide	Topoisomerase inhibitor
7234	-17.46	cp	BRD-K60640630	mometasone	Glucocorticoid receptor agonist
7235	-17.48	cp	BRD-K07212038	selinidin	Mast cell stabilizer
7236	-17.48	cp	BRD-K71731651	PNU-120596	Acetylcholine receptor agonist
7237	-17.48	cp	BRD-K18059238	gamma-linolenic-acid	Cyclooxygenase inhibitor
7240	-17.59	cp	BRD-K62965247	tipifarnib-P2	farnesyltransferase inhibitor
7241	-17.6	cp	BRD-A49172652	lansoprazole	ATPase inhibitor
7247	-17.88	cp	BRD-K28029915	dolasetron	Serotonin receptor antagonist
7248	-17.91	cp	BRD-K23922020	arecaidine	Acetylcholine receptor agonist
7253	-17.95	cp	BRD-K19111024	clofibric-acid	PPAR receptor agonist
7259	-18.1	cp	BRD-K20152659	gamma-homolinolenic-acid	Cholesterol inhibitor
7262	-18.14	cp	BRD-A99571536	dubinidine	Anti-epileptic
7264	-18.15	cp	BRD-K92723993	imatinib	BCR-ABL kinase inhibitor
7265	-18.22	cp	BRD-K87991767	umbelliferone	Cyclooxygenase inhibitor
7270	-18.34	cp	BRD-A97674275	ranolazine	Sodium channel blocker
7271	-18.35	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
7273	-18.37	cp	BRD-K51485625	ritonavir	HIV protease inhibitor
7275	-18.42	cp	BRD-A95513702	androsta-1,4-dien-3,17-dione	Aromatase inhibitor
7276	-18.42	cp	BRD-A53077924	tianeptine	Selective serotonin reuptake enhancer (SSRE)
7278	-18.43	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
7285	-18.59	cp	BRD-K37848908	ceforanide	Penicillin binding protein inhibitor
7289	-18.65	cp	BRD-A82096673	KU-C103428N	CDC inhibitor
7293	-18.68	cp	BRD-K89708791	rifaximin	RNA synthesis inhibitor
7294	-18.75	cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor
7299	-18.89	cp	BRD-K11540476	EMF-BCA1-64	Caspase inhibitor
7301	-18.92	cp	BRD-A71262238	nafadotride	Dopamine receptor antagonist
7302	-18.93	cp	BRD-K75699339	rizatriptan	Serotonin receptor agonist
7303	-18.95	cp	BRD-K87909389	alvocidib	CDK inhibitor
7305	-18.98	cp	BRD-K84085265	CG-930	JNK inhibitor
7306	-19	cp	BRD-U51951544	ZG-10	JNK inhibitor
7310	-19.07	cp	BRD-K53123955	niridazole	Phosphofructokinase inhibitor
7311	-19.08	cp	BRD-A00758722	noretynodrel	Progestogen hormone
7315	-19.23	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
7316	-19.23	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
7318	-19.33	cp	BRD-A70449690	forskolin	Adenylyl cyclase activator
7320	-19.39	cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor
7322	-19.43	cp	BRD-A16311756	profenamine	Butyrylcholinesterase inhibitor
7326	-19.48	cp	BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
7331	-19.63	cp	BRD-A70083328	secnidazole	Acetylcholinesterase inhibitor
7333	-19.69	cp	BRD-K75532464	FTI-276	Farnesyltransferase inhibitor
7335	-19.73	cp	BRD-K73196317	urapidil	Adrenergic receptor antagonist
7339	-19.89	cp	BRD-K67637637	olopatadine	Histamine receptor antagonist
7340	-19.9	cp	BRD-K79124250	ioxaglic-acid	Radiopaque medium
7342	-19.92	cp	BRD-K64800655	PHA-793887	CDK inhibitor
7343	-19.98	cp	BRD-K99946902	hexylresorcinol	Local anesthetic
7346	-20.07	cp	BRD-K43149758	myricetin	Androgen receptor agonist
7347	-20.07	cp	BRD-K67013324	luzindole	Melatonin receptor antagonist
7348	-20.16	cp	BRD-K79090631	CGP-60474	CDK inhibitor
7350	-20.2	cp	BRD-A10303790	talampicillin	Bacterial cell wall synthesis inhibitor
7351	-20.22	cp	BRD-K86600316	RS-79948	Adrenergic receptor antagonist
7352	-20.24	cp	BRD-K02407574	parbendazole	Tubulin inhibitor
7360	-20.45	cp	BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor
7365	-20.54	cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor
7367	-20.57	cp	BRD-K55703048	latrepirdine	Glutamate receptor antagonist
7368	-20.63	cp	BRD-A66435872	HTMT	Histamine receptor agonist
7371	-20.66	cp	BRD-A61793559	metolazone	Carbonic anhydrase inhibitor
7374	-20.71	cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
7376	-20.77	cp	BRD-K17953061	staurosporine	PKC inhibitor
7378	-20.79	cp	BRD-A84174393	meloxicam	Cyclooxygenase inhibitor
7380	-20.81	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
7389	-21.16	cp	BRD-K55930204	phenytoin	Hydantoin antiepileptic
7399	-21.53	cp	BRD-K51967704	BIIB021	HSP inhibitor
7402	-21.6	cp	BRD-K22828899	TUL-XXI039	Serine/threonine kinase inhibitor
7403	-21.6	cp	BRD-K00662280	CL-218872	GABA receptor agonist
7405	-21.62	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
7406	-21.63	cp	BRD-K67352070	TC-2559	Acetylcholine receptor agonist
7408	-21.72	cp	BRD-K01779529	fluoropyruvate	Pyruvate dehydrogenase kinase inhibitor
7410	-21.73	cp	BRD-K40530731	hyoscyamine	Acetylcholine receptor antagonist
7413	-21.8	cp	BRD-K95676198	JAK3-inhibitor-V	JAK inhibitor
7414	-21.84	cp	BRD-A79803969	memantine	Glutamate receptor antagonist
7416	-21.87	cp	BRD-K19360254	ergocornine	Dopamine receptor agonist
7417	-21.87	cp	BRD-K39823328	VU-0366037-2	Glutamate receptor modulator
7421	-22.09	cp	BRD-K64890080	BI-2536	PLK inhibitor
7423	-22.12	cp	BRD-K15086322	JNJ-10191584	Histamine receptor antagonist
7429	-22.2	cp	BRD-A04706586	bucladesine	Adenosine receptor agonist
7433	-22.28	cp	BRD-K97158071	droperidol	Dopamine receptor antagonist
7434	-22.29	cp	BRD-A47633927	NPC-15199	ICAM1 antagonist
7436	-22.34	cp	BRD-K63784565	BRD-K63784565	Topoisomerase inhibitor
7438	-22.36	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
7439	-22.39	cp	BRD-K63533170	AM-630	Cannabinoid receptor antagonist
7442	-22.57	cp	BRD-K89274813	DMP-543	Acetylcholine release stimulant
7448	-22.78	cp	BRD-K13810148	givinostat	HDAC inhibitor
7450	-22.78	cp	BRD-A07780951	orciprenaline	Adrenergic receptor agonist
7454	-22.95	cp	BRD-A14798026	mestranol	Estrogen receptor agonist
7455	-23.06	cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist
7458	-23.13	cp	BRD-A63998256	helveticoside	ATPase inhibitor
7460	-23.18	cp	BRD-A72483914	spiroxatrine	Serotonin receptor antagonist
7463	-23.23	cp	BRD-A73909368	dactinomycin	RNA polymerase inhibitor
7464	-23.31	cp	BRD-K05977355	fluconazole	Sterol demethylase inhibitor
7468	-23.42	cp	BRD-K05350981	oligomycin-c	ATPase inhibitor
7469	-23.47	cp	BRD-K20285085	fostamatinib	SYK inhibitor
7473	-23.51	cp	BRD-K34820100	tebuthiuron	Photosynthesis inhibitor
7474	-23.52	cp	BRD-K96862998	pirfenidone	TGF beta receptor inhibitor
7477	-23.64	cp	BRD-A67605442	tetrahydrobiopterin	Nitric oxide stimulant
7479	-23.76	cp	BRD-K67102207	phenylbutyrate	HDAC inhibitor
7482	-23.83	cp	BRD-K45296539	ZD-7114	Adrenergic receptor agonist
7490	-23.97	cp	BRD-K85119730	tolbutamide	ATP channel blocker
7493	-24.07	cp	BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor (SSRI)
7494	-24.15	cp	BRD-K71003802	hippeastrine	Plant alkaloid
7498	-24.19	cp	BRD-K14888893	minoxidil	KATP activator
7502	-24.4	cp	BRD-K10466330	AVA	Nucleophosmin inhibitor
7503	-24.4	cp	BRD-K89839824	raltitrexed	Thymidylate synthase inhibitor
7508	-24.51	cp	BRD-A43671941	oxprenolol	Adrenergic receptor antagonist
7509	-24.65	cp	BRD-K97509413	coumestrol	Estrogen receptor agonist
7515	-24.8	cp	BRD-K20714604	RS-56812	Serotonin receptor partial agonist
7516	-24.8	cp	BRD-K04976539	aminogenistein	SRC inhibitor
7517	-24.83	cp	BRD-A07824748	flavanone	11-beta-HSD1 inhibitor
7518	-24.84	cp	BRD-A74907996	equol	Estrogen receptor agonist
7519	-24.84	cp	BRD-K09635314	M-3M3FBS	phospholipase activator
7520	-24.94	cp	BRD-K10065684	dantron	Laxative
7521	-25.03	cp	BRD-K80527266	triacsin-c	Adrenergic receptor antagonist
7522	-25.11	cp	BRD-K39987650	bisacodyl	Laxative
7523	-25.13	cp	BRD-A73680854	PT-630	Dipeptidyl peptidase inhibitor
7528	-25.26	cp	BRD-K38449220	seneciphylline	Cytochrome P450 inhibitor
7532	-25.42	cp	BRD-K02283807	GR-32191	Thromboxane receptor antagonist
7534	-25.51	cp	BRD-K12184916	dactolisib	MTOR inhibitor
7538	-25.57	cp	BRD-K43290182	Ro-04-6790	Serotonin receptor antagonist
7539	-25.59	cp	BRD-A75368507	demeclocycline	Bacterial 30S ribosomal subunit inhibitor
7546	-25.84	cp	BRD-A99449986	MT-21	Caspase activator
7547	-25.85	cp	BRD-K70505054	ranitidine	Histamine receptor antagonist
7548	-25.9	cp	BRD-M64432851	sunitinib	FLT3 inhibitor
7551	-26	cp	BRD-A17428743	BW-723C86	Serotonin receptor agonist
7554	-26.27	cp	BRD-K12867552	THM-I-94	HDAC inhibitor
7557	-26.35	cp	BRD-K82484965	carmoxirole	Dopamine receptor agonist
7561	-26.52	cp	BRD-K88358234	xaliproden	Serotonin receptor agonist
7564	-26.64	cp	BRD-A27143604	DPN	Estrogen receptor agonist
7570	-26.83	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
7571	-26.83	cp	BRD-K76304753	phenazopyridine	Local anesthetic
7576	-26.93	cp	BRD-A55393291	testosterone	Androgen receptor agonist
7581	-27.19	cp	BRD-A49358627	ciprofibrate	PPAR receptor agonist
7582	-27.2	cp	BRD-A33447119	oxfendazole	Anthelmintic
7583	-27.23	cp	BRD-K79145749	dibenzepin	Norepinephrine reuptake inhibitor
7584	-27.28	cp	BRD-K52172416	anastrozole	Aromatase inhibitor
7586	-27.38	cp	BRD-A56675431	altizide	Thiazide diuretic
7589	-27.43	cp	BRD-A67373739	AICA-ribonucleotide	AMPK activator
7593	-27.49	cp	BRD-A55756846	H-7	PKA inhibitor
7598	-27.71	cp	BRD-K40887525	ritanserin	Serotonin receptor antagonist
7599	-27.73	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
7600	-27.74	cp	BRD-A94669766	naringenin	Aromatase inhibitor
7604	-27.81	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
7605	-27.82	cp	BRD-A78391468	prednisolone	Glucocorticoid receptor agonist
7607	-27.9	cp	BRD-K43468059	byssochlamic-acid	Mycotoxin
7608	-27.94	cp	BRD-K10843433	phenylbutazone	Cyclooxygenase inhibitor
7616	-28.17	cp	BRD-K13571841	pepstatin	Aspartic protease inhibitor
7617	-28.18	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
7618	-28.21	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
7619	-28.21	cp	BRD-A45664787	iloprost	Platelet aggregation inhibitor
7620	-28.22	cp	BRD-A37776212	ICI-204448	Opioid receptor agonist
7621	-28.23	cp	BRD-A61470182	n-formylmethionylalanine	macrophage activator
7624	-28.45	cp	BRD-K93080877	Ala-Ala-Phe-CMK	Tripeptidyl peptidase inhibitor
7627	-28.48	cp	BRD-K19554809	MK-212	Serotonin receptor agonist
7628	-28.49	cp	BRD-K84639753	safinamide	Dopamine uptake inhibitor
7630	-28.63	cp	BRD-K02950022	BMS-299897	Gamma secretase inhibitor
7631	-28.64	cp	BRD-A29644307	nomifensine	Dopamine uptake inhibitor
7635	-28.87	cp	BRD-K33882852	ZK-93423	Benzodiazepine receptor agonist
7640	-29.05	cp	BRD-K94649603	taxifolin	Opioid receptor antagonist
7641	-29.11	cp	BRD-A72988804	tiaprofenic-acid	Cyclooxygenase inhibitor
7643	-29.12	cp	BRD-K48722833	iloperidone	Dopamine receptor antagonist
7649	-29.32	cp	BRD-K34154330	tracazolate	GABA receptor modulator
7651	-29.45	cp	BRD-K04146668	GW-441756	Growth factor receptor inhibitor
7654	-29.53	cp	BRD-K29359156	ebselen	H+/K+-ATPase inhibitor
7655	-29.53	cp	BRD-K06159959	CCMQ	Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites
7658	-29.64	cp	BRD-K43236057	piceid	ICAM1 inhibitor
7659	-29.65	cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor
7666	-29.91	cp	BRD-K49668410	clarithromycin	Bacterial 50S ribosomal subunit inhibitor
7668	-30.02	cp	BRD-K26801045	pipamperone	Dopamine receptor antagonist
7671	-30.14	cp	BRD-A80928489	1-monopalmitin	P-glycoprotein inhibitor
7674	-30.18	cp	BRD-K05434375	HA-1004	Calcium channel blocker
7675	-30.27	cp	BRD-K52522949	NCH-51	HDAC inhibitor
7678	-30.37	cp	BRD-K58772419	AZD-6482	PI3K inhibitor
7682	-30.46	cp	BRD-A44551378	LFM-A12	EGFR inhibitor
